source,Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Month,Year,playlist_month
Months/august_2018.csv,3mSDOXph5bbX3YfFIJLi64,63vaeIIBKIe9zT91EORVbr,Whatever Comes to Mind,Heaven's Only Wishful,MorMor,2018-06-22,249304,42,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2018-08-30T16:36:55Z,canadian contemporary r&b,0.542,0.468,10,-7.796,1,0.0265,0.579,0.104,0.112,0.252,130.829,4,august,2018,2018-08-01
Months/august_2018.csv,7eqoqGkKwgOaWNNHx90uEZ,2h93pZq0e7k5yf4dywlkpM,Nights,Blonde,Frank Ocean,2016-08-20,307151,77,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2018-08-30T16:37:05Z,"alternative r&b,hip hop,lgbtq+ hip hop,neo soul,pop",0.466,0.548,5,-9.362,0,0.118,0.42,1.01e-6,0.113,0.423,89.815,4,august,2018,2018-08-01
Months/august_2018.csv,0GOOWPWqR2N7h3NkDi7oez,"50co4Is1HCEo8bhOyUWKpn,1xr2G8Hlx4QWmT9HaUbmoO",Tsunami,Slime Language,"Young Thug,Young Stoner Life",2018-08-17,187933,45,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2018-08-30T16:37:14Z,"atl hip hop,atl trap,gangster rap,melodic rap,pop rap,rap,trap,hip hop",0.826,0.457,1,-10.324,1,0.371,0.00145,0,0.14,0.53,156.001,4,august,2018,2018-08-01
Months/august_2018.csv,3kKb3U3a8jmUJQB9ypE1Jl,0epOFNiUfyON9EYx7Tpr6V,Under Control,Room On Fire,The Strokes,2003-10-28,187306,56,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2018-08-30T16:37:26Z,"alternative rock,garage rock,modern rock,permanent wave,rock",0.406,0.72,1,-4.647,1,0.0291,0.354,0.795,0.0541,0.641,91.336,4,august,2018,2018-08-01
Months/august_2018.csv,78Pn6NfbmrgRLKCnxCPZ66,6iWuBN32BqCJAeXW6o3nil,French Riviera,RESONANCE,Cautious Clay,2018-05-30,230400,0,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2018-08-30T16:37:40Z,"alternative r&b,chill r&b,indie r&b,nyc pop,pop",0.684,0.604,8,-6.41,1,0.0387,0.0237,0.0473,0.121,0.855,150.023,4,august,2018,2018-08-01
Months/august_2018.csv,11r8xMuVTS66RjtYgLneRw,4NZvixzsSefsNiIqXn0NDe,Fallingwater,Fallingwater,Maggie Rogers,2018-05-23,270094,0,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2018-08-30T16:37:49Z,"indie pop,pop",0.388,0.322,2,-8.933,1,0.0356,0.613,5.34e-4,0.0887,0.454,86.739,4,august,2018,2018-08-01
Months/august_2018.csv,311XT9zcGlCcMN5ibIkQQr,7ybnRZKtRbWQzJfKyYSyh6,Tonight Tonight,Your Motherfucker,Mondo Cozmo,2018-06-29,144933,33,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2018-08-30T16:38:04Z,alternative americana,0.582,0.913,8,-4.132,1,0.101,0.00173,0,0.0646,0.927,150.001,4,august,2018,2018-08-01
Months/august_2018.csv,39rkLB2TEENIvhwAlRC5ae,2BGRfQgtzikz1pzAD0kaEn,Welcome To The Working Week,My Aim Is True,Elvis Costello,1977-07-22,83053,39,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2018-08-30T16:38:16Z,"art rock,folk,folk rock,mellow gold,new wave pop,permanent wave,power pop,pub rock,rock,roots rock,singer-songwriter",0.505,0.701,4,-7.895,1,0.245,0.0617,8.83e-6,0.139,0.78,149.033,4,august,2018,2018-08-01
Months/august_2018.csv,20MuVazoNMv6xjKPnRFOxG,0Y5tJX1MQlPlqiwlOH1tJY,WAKE UP,ASTROWORLD,Travis Scott,2018-08-03,231963,72,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2018-08-30T16:38:28Z,"rap,slap house",0.741,0.645,11,-5.116,0,0.0963,0.192,0,0.163,0.488,149.07,4,august,2018,2018-08-01
Months/august_2018.csv,7lAK3oHbfEnvUQWosrMMpR,0Y5tJX1MQlPlqiwlOH1tJY,YOSEMITE,ASTROWORLD,Travis Scott,2018-08-03,150043,76,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2018-08-30T16:38:35Z,"rap,slap house",0.785,0.554,0,-6.571,1,0.0409,0.283,3.4e-6,0.116,0.144,128.047,4,august,2018,2018-08-01
Months/august_2018.csv,0n30h31bEKiIHXXzPbkdqy,45eNHdiiabvmbp4erw26rg,Take You Down,Take You Down,ILLENIUM,2018-08-03,221294,50,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2018-08-30T16:38:44Z,"edm,electropop,melodic dubstep,pop,pop dance,tropical house",0.285,0.694,11,-3.358,1,0.0482,0.511,1.28e-4,0.374,0.163,170.124,4,august,2018,2018-08-01
Months/august_2018.csv,7xkt4VVkUfC7MLtb2axxiC,"6PDLwWvgYNMfBRLqC1h5cJ,7c0XG5cIJTrrAgEC3ULPiq",Hey Up There (feat. Ty Dolla $ign),Harlan & Alondra,"Buddy,Ty Dolla $ign",2018-07-20,201266,38,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2018-08-30T16:38:58Z,"alternative r&b,cali rap,underground hip hop,pop,pop rap,r&b,southern hip hop,trap,trap soul",0.761,0.657,11,-4.289,1,0.124,0.183,1.39e-5,0.14,0.59,144.989,4,august,2018,2018-08-01
Months/august_2018.csv,06F7Y7jdIU9qEs9g0nhgAY,"3E6DBHJxaEwHKcVnotfkhU,50co4Is1HCEo8bhOyUWKpn",Drunk Mess,Drunk Mess,"Kooly Bros,Young Thug",2018-05-18,237037,0,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2018-08-30T16:39:19Z,"atl hip hop,atl trap,gangster rap,melodic rap,pop rap,rap,trap",0.762,0.639,1,-6.846,1,0.258,0.0137,0.00343,0.144,0.322,162.076,4,august,2018,2018-08-01
Months/august_2019.csv,0u256fkohocCZSCJ8J79TX,59KX7XUUgAOOo5IyDjca0T,Hiccup,Hiccup,Verzache,2017-01-02,240000,56,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2019-08-26T01:25:49Z,lo-fi beats,0.519,0.414,4,-9.059,0,0.122,0.654,0.0011,0.118,0.108,96.789,4,august,2019,2019-08-01
Months/august_2019.csv,1NrmVZxiiBPBOVHnN0001b,4LEiUm1SRbFMgfqnQTwUbQ,RABi,"i,i",Bon Iver,2019-08-09,212266,54,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2019-08-26T01:25:54Z,"eau claire indie,indie folk,melancholia",0.413,0.21,10,-13.94,1,0.0365,0.953,0.00524,0.121,0.278,111.518,4,august,2019,2019-08-01
Months/august_2019.csv,4W8IEREeLldaSQyGXcZQ2I,4YHtIE7FI8ITfekzzN5Jpl,Strawberry Letter 23,Freedom Flight,Shuggie Otis,1971,239906,62,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2019-08-26T01:26:28Z,"classic soul,funk,jazz funk,psychedelic soul,soul",0.519,0.483,9,-12.795,0,0.0277,0.139,2.18e-4,0.365,0.772,171.028,4,august,2019,2019-08-01
Months/august_2019.csv,3QJUvByLFesgWYAgnL8JbA,1btWGBz4Uu1HozTwb2Lm8A,Monsoon,Landmark,Hippo Campus,2017-02-24,222820,52,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2019-08-26T01:26:35Z,"indie pop,indie poptimism,minneapolis indie,modern alternative rock,modern rock",0.29,0.308,5,-11.074,1,0.0442,0.938,0.0294,0.106,0.205,84.88,1,august,2019,2019-08-01
Months/august_2019.csv,1IYISeYvuX8gobY24B4wkJ,1evO4fwLsEkkPGq32dCix7,Blue,Still Life,Aaron Taylor,2016-01-25,336290,0,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2019-08-26T01:26:46Z,"alternative r&b,indie jazz,indie r&b,indie soul,neo r&b,uk contemporary r&b",0.851,0.201,8,-8.344,1,0.0339,0.658,0.0498,0.111,0.37,107.988,3,august,2019,2019-08-01
Months/august_2019.csv,5Tw4QGP3AB1DjkTkY3qEu9,"6R4CyCWzvDUMRxBpFKJ8CQ,2Cj1FE9JlQydss28s9cI5g",Shift,Shift,"Dex Canvas,Casualty",2019-06-21,166604,0,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2019-08-26T01:26:56Z,NA,0.844,0.503,7,-8.239,0,0.427,0.602,0,0.108,0.591,150.092,4,august,2019,2019-08-01
Months/august_2019.csv,0xYlNtVflZPG1pUbk4qp77,"5XenQ7XfcvQdfIbpLEFaKQ,4V8LLVI7PbaPR0K2TGSxFF,2TLYSzGyVYkxAgYSCqUnQj","U Say (feat. Tyler, The Creator & Jay Prince)","U Say (feat. Tyler, The Creator & Jay Prince)","GoldLink,Tyler, The Creator,Jay Prince",2019-06-06,200801,47,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2019-08-26T01:27:01Z,"alternative r&b,dmv rap,hip hop,indie soul,r&b,rap,underground hip hop,indie r&b,trap soul,uk alternative hip hop",0.694,0.665,2,-7.626,1,0.266,0.0673,1.87e-4,0.117,0.378,115.068,4,august,2019,2019-08-01
Months/august_2019.csv,2kFE8nlkladmvD9HhfVDnB,6KkUvKzsdj9f5Et5recLjp,Cold Light,Drift,OG Lullabies,2019-06-14,251775,1,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2019-08-26T01:27:24Z,NA,0.647,0.627,1,-9.382,1,0.0554,0.0563,0.566,0.103,0.249,137.037,4,august,2019,2019-08-01
Months/august_2019.csv,7nGS3TRnQ5I7GupZopbj6W,6plodklNvq0eGpBOL4ko0D,Oh My,Oh My,Amilli,2019-06-14,210511,19,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2019-08-26T01:27:30Z,alternative r&b,0.788,0.66,5,-4.561,0,0.0603,0.109,1.76e-5,0.0724,0.581,95.957,4,august,2019,2019-08-01
Months/august_2019.csv,7egTKPYxbWaaV1jEzb1rHu,2jgPkn6LuUazBoBk6vvjh5,Summertime,Begin Here,The Zombies,1965-03-01,137733,55,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2019-08-26T01:27:36Z,"art rock,baroque pop,brill building pop,british invasion,bubblegum pop,classic rock,folk rock,psychedelic rock,rock",0.317,0.454,9,-8.161,0,0.0337,0.907,0.0022,0.113,0.395,178.73,3,august,2019,2019-08-01
Months/august_2019.csv,6kP92fKzIyVJtNobCRsZ6G,5bfqwcEcRrMhtY9smw3IeJ,Right Here,Tomorrow,Dave B.,2016-07-22,204534,47,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2019-08-26T01:27:53Z,"alternative r&b,seattle hip hop,underground hip hop",0.653,0.41,5,-13.26,1,0.0912,0.368,0,0.108,0.119,128.045,4,august,2019,2019-08-01
Months/august_2019.csv,67xBtV07CC73eFw7z5oCvU,"1anyVhU62p31KFi8MEzkbf,0YrtvWJMgSdVrk3SfNjTbx",Do You Remember,The Big Day,"Chance the Rapper,Death Cab for Cutie",2019-07-26,236685,56,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2019-08-26T01:28:00Z,"chicago rap,conscious hip hop,hip hop,pop rap,rap,indie pop,indie rock,modern rock,pop rock,washington indie",0.606,0.655,6,-6.328,1,0.402,0.139,0,0.103,0.696,159.824,4,august,2019,2019-08-01
Months/august_2019.csv,45OL4yJZuV5CghHuSoYFSF,6UtYvUtXnmg5EtllDFlWp8,High Rises,High Rises,CHIKA,2019-06-28,212992,48,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2019-08-26T01:28:05Z,"alabama rap,alternative r&b,escape room,indie r&b",0.389,0.566,7,-8.187,1,0.385,0.438,0,0.11,0.604,65.36,4,august,2019,2019-08-01
Months/august_2019.csv,5Z8HZM6iQMhhqyPcCGY5g9,"50co4Is1HCEo8bhOyUWKpn,2hlmm7s2ICUX0LVIhVFlZQ",Hot (feat. Gunna),So Much Fun,"Young Thug,Gunna",2019-08-16,193026,74,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2019-08-26T01:28:10Z,"atl hip hop,atl trap,gangster rap,melodic rap,pop rap,rap,trap,hip hop",0.855,0.651,0,-8.044,0,0.235,0.063,0,0.0772,0.559,111.997,4,august,2019,2019-08-01
Months/august_2019.csv,5fiR9Dy9hNXEPZOLo1kyNb,1Bl6wpkWCQ4KVgnASpvzzA,I BEEN BORN AGAIN,I BEEN BORN AGAIN,BROCKHAMPTON,2019-08-01,219720,40,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2019-08-26T01:28:20Z,"boy band,hip hop,rap,underground hip hop",0.73,0.634,2,-5.116,1,0.297,0.324,6.16e-5,0.0712,0.47,79.554,4,august,2019,2019-08-01
Months/august_2019.csv,4n4BflhWjCHIxrI4v7Xt9s,3TVXtAsR1Inumwj472S9r4,How Bout Now,Care Package,Drake,2019-08-02,235566,62,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2019-08-26T01:28:41Z,"canadian hip hop,canadian pop,hip hop,pop rap,rap,toronto rap",0.789,0.404,1,-8.364,1,0.23,0.205,0,0.219,0.472,122.062,4,august,2019,2019-08-01
Months/august_2019.csv,6SljGUZY2oXj185HdrXjxg,"3L3hYQlhb5k9XCCrRWavNi,2Cm6C9PNHioyjRKBfO7n9N",Pull Up,Pull Up,"Tony Velour,Dylan Brady",2018-07-28,128000,14,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2019-08-26T01:28:58Z,"glitchcore,hyperpop,escape room,underground hip hop",0.577,0.569,1,-9.195,1,0.213,0.342,1.38e-4,0.0943,0.285,149.951,4,august,2019,2019-08-01
Months/august_2019.csv,2tPzQueGEjxjmBvJrYe02u,"45eNHdiiabvmbp4erw26rg,5zUeHMatct7zGjyIji9T4C",Lonely (with Chandler Leighton),ASCEND,"ILLENIUM,Chandler Leighton",2019-08-16,270967,53,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2019-08-26T01:29:15Z,"edm,electropop,melodic dubstep,pop,pop dance,tropical house",0.451,0.402,9,-4.63,1,0.0286,0.597,3.77e-6,0.294,0.129,92.93,4,august,2019,2019-08-01
Months/august_2019.csv,7GFziH54Jg3FaXKu2tuUZn,0jt1EsJCeoQXLNDta4JF6c,Company,NO GMO Mixtape,Dizzy Fae,2019-06-26,212773,27,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2019-08-26T01:29:29Z,"escape room,minneapolis indie",0.812,0.46,5,-9.953,0,0.143,0.35,0.425,0.0894,0.553,130.002,4,august,2019,2019-08-01
Months/august_2019.csv,01LTzmitkMqLmmrEEyUkqx,3dv4Q4q3LWOnbLJnC6GgTY,Just When,Just When,Yellow Days,2019-06-20,210213,36,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2019-08-26T01:29:37Z,bedroom pop,0.649,0.657,6,-4.936,1,0.205,0.132,0,0.0351,0.84,79.969,4,august,2019,2019-08-01
Months/august_2019.csv,2PI15t0CKPlXPbScWelchz,5bfqwcEcRrMhtY9smw3IeJ,Sweetest Thing,Pearl,Dave B.,2017-11-17,236000,41,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2019-08-26T01:29:43Z,"alternative r&b,seattle hip hop,underground hip hop",0.781,0.557,7,-6.082,1,0.036,0.446,1.68e-6,0.138,0.477,124.048,4,august,2019,2019-08-01
Months/august_2019.csv,5le4sn0iMcnKU56bdmNzso,3WbeZvDk1COiO2dEokZqn7,Everybody Loves The Sunshine,Everybody Loves The Sunshine (Reissue),Roy Ayers Ubiquity,1976-05-12,239666,66,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2019-08-26T01:29:51Z,"funk,jazz funk,soul,soul jazz",0.52,0.571,11,-10.326,0,0.036,0.168,5.14e-6,0.17,0.701,161.051,3,august,2019,2019-08-01
Months/august_2019.csv,5M3KOe4FGUidvRDUbFFdFk,6USv9qhCn6zfxlBQIYJ9qs,Açaí Bowl,Açaí Bowl,Dominic Fike,2019-06-07,177400,61,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2019-08-26T01:29:56Z,"alternative pop rock,pop,pop rap",0.687,0.439,2,-8.347,1,0.0426,0.502,3.67e-4,0.109,0.352,91.972,4,august,2019,2019-08-01
Months/august_2019.csv,794JoJJcwSIJ2XeLYsvltU,"5XenQ7XfcvQdfIbpLEFaKQ,2O0Ex0DrE8pEEw5WZoBF49",More (feat. Lola Rae),Diaspora,"GoldLink,Lola Rae",2019-06-12,187280,43,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2019-08-26T01:30:01Z,"alternative r&b,dmv rap,hip hop,indie soul,r&b,rap,underground hip hop",0.818,0.653,3,-6.958,0,0.115,0.38,0.461,0.11,0.728,104.003,4,august,2019,2019-08-01
Months/august_2019.csv,57gZcMMag1nlGpIfKfKLGE,"6LEeAFiJF8OuPx747e1wxR,0jUQSUOcM7lxVn5eVGTkzQ",Good For You,Angel's Pulse,"Blood Orange,Justine Skye",2019-07-12,142656,41,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2019-08-26T01:30:11Z,"alternative r&b,art pop,chillwave,electropop,escape room,indie soul,metropopolis,chill r&b,indie r&b,pop,pop r&b,post-teen pop,r&b",0.746,0.563,1,-9.034,1,0.12,0.36,0,0.227,0.64,82.388,4,august,2019,2019-08-01
Months/august_2019.csv,4elUB6bs5rrPbqlajs1oYp,1vaQ6v3pOFxAIrFoPrAcom,I Been,Shea Butter Baby,Ari Lennox,2019-05-07,221441,53,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2019-08-26T01:30:17Z,"alternative r&b,chill r&b,dmv rap,indie soul,neo soul,pop,r&b,urban contemporary",0.67,0.262,1,-7.574,1,0.117,0.605,2.16e-4,0.162,0.516,125.815,4,august,2019,2019-08-01
Months/august_2019.csv,7wTA0NKIm6T7nP2kaymU2a,"1iNqsUDUraNWrj00bqssQG,5MbNzCW3qokGyoo9giHA3V,6l3HvQ5sa6mXTsMTB19rO5,1ybINI1qPiFbwDXamRtwxD,7Hjbimq43OgxaBRpFXic4x",Sacrifices (with EARTHGANG & J. Cole feat. Smino & Saba),Revenge Of The Dreamers III,"Dreamville,EARTHGANG,J. Cole,Smino,Saba",2019-07-05,382306,67,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2019-08-26T01:30:22Z,"hip hop,rap,atl hip hop,psychedelic hip hop,underground hip hop,conscious hip hop,north carolina hip hop,alternative r&b,chicago rap",0.825,0.672,0,-7.108,1,0.418,0.0858,0,0.123,0.246,147.01,4,august,2019,2019-08-01
Months/august_2019.csv,2hSwwIRD8sahfwQGjFdixz,20wkVLutqVOYrc0kxFs7rA,ARE YOU OK?,CASE STUDY 01,Daniel Caesar,2019-06-28,392696,60,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2019-08-26T01:31:06Z,"canadian contemporary r&b,pop,r&b",0.391,0.415,0,-11.665,1,0.0398,0.573,0.00188,0.242,0.0789,99.035,4,august,2019,2019-08-01
Months/august_2019.csv,2gh7faW4G9xZr9k5iPqcSR,3tlXnStJ1fFhdScmQeLpuG,Running on E.,Running on E.,Brent Faiyaz,2015-11-20,282087,7,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2019-08-26T01:31:17Z,"dmv rap,pop,r&b,rap",0.663,0.339,9,-11.284,1,0.0459,0.189,0.513,0.0983,0.149,133.973,4,august,2019,2019-08-01
Months/august_2019.csv,369g3Kv6MXsl0wn7PNtWvO,"50co4Is1HCEo8bhOyUWKpn,7rkW85dBwwrJtlHRDkJDAC",Boy Back (feat. NAV),So Much Fun,"Young Thug,NAV",2019-08-16,202600,49,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2019-08-26T01:31:23Z,"atl hip hop,atl trap,gangster rap,melodic rap,pop rap,rap,trap,canadian hip hop,canadian trap,hip hop,toronto rap",0.777,0.573,9,-8.848,0,0.191,0.0415,0,0.365,0.387,143.017,4,august,2019,2019-08-01
Months/august_2019.csv,2xUHiyGeGrWmmfv7NbDTWC,"3TVXtAsR1Inumwj472S9r4,6l3HvQ5sa6mXTsMTB19rO5",Jodeci Freestyle (feat. J. Cole),Care Package,"Drake,J. Cole",2019-08-02,254022,53,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2019-08-26T01:31:30Z,"canadian hip hop,canadian pop,hip hop,pop rap,rap,toronto rap,conscious hip hop,north carolina hip hop",0.498,0.844,2,-2.834,1,0.268,0.0111,0,0.102,0.282,88.435,4,august,2019,2019-08-01
Months/august_2019.csv,3FRYP3KVECZl4uk3Bl4XO2,7qME2V5vIIPqIKCpzxQMPz,Get Along,Get Along,Slow Hollows,2019-06-12,229964,18,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2019-08-26T01:31:37Z,indie garage rock,0.392,0.277,0,-10.306,1,0.0388,0.968,1.86e-4,0.0915,0.508,141.455,3,august,2019,2019-08-01
Months/august_2019.csv,5MZQIjtghyFc4sMVUzD7MD,5FxD8fkQZ6KcsSYupDVoSO,Kickback,Friends,Omar Apollo,2019-04-10,171106,52,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2019-08-26T01:31:57Z,"alternative r&b,bedroom pop,bedroom soul,chill r&b,indie r&b,pop,r&b",0.912,0.448,9,-5.501,1,0.0446,0.491,2.92e-4,0.0781,0.744,108.964,4,august,2019,2019-08-01
Months/august_2019.csv,3o9yzDhGVqfjUZHvcvA6oF,6HCkJzbswOIc7Qc5TJ1n5l,Patiently,Whatever Makes U Happy,JMSN,2017-04-28,224080,40,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2019-08-26T01:32:06Z,"alternative r&b,indie soul",0.721,0.296,2,-9.866,1,0.0398,0.479,1.39e-5,0.108,0.18,110.069,3,august,2019,2019-08-01
Months/august_2019.csv,6KPTjxZWsBTixEvyXMKNaR,0Rq1n6pHHHUQwXnCO8IF4E,Peace of Mind,Peace of Mind,Juice,2019-08-07,259912,37,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2019-08-26T01:32:12Z,"boston indie,hopebeat",0.493,0.641,1,-5.469,1,0.115,0.239,3.98e-5,0.109,0.762,162.027,4,august,2019,2019-08-01
Months/august_2019.csv,1ff60tDWdcdVN6PtKQXWny,4LEiUm1SRbFMgfqnQTwUbQ,Naeem,"i,i",Bon Iver,2019-08-09,262266,54,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2019-08-26T01:32:18Z,"eau claire indie,indie folk,melancholia",0.37,0.408,0,-10.355,1,0.0441,0.804,0.0279,0.678,0.164,125.068,4,august,2019,2019-08-01
Months/august_2020.csv,7s0FCUlKnSFjFPzcIJmkwo,4yvcSjfu4PC0CYQyLy4wSq,Waterfalls Coming Out Your Mouth,Dreamland,Glass Animals,2020-08-07,161789,64,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-09-01T17:13:37Z,"gauze pop,indietronica,shiver pop",0.649,0.553,11,-7.139,0,0.034,0.194,5.53e-4,0.178,0.322,149.004,4,august,2020,2020-08-01
Months/august_2020.csv,1ETZhP9orTkDclKEyt0xqm,755pQSGUy6rtPrUCbnJTvi,Fantastic Man,World Psychedelic Classics 5: Who Is William Onyeabor?,William Onyeabor,2013-10-29,386160,46,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-09-01T17:13:45Z,"afrobeat,afropop,funk",0.7,0.756,2,-10.714,1,0.0575,0.00182,0.711,0.0575,0.944,114.28,4,august,2020,2020-08-01
Months/august_2020.csv,4qMlF2uBW2PtGSEMHPcNnZ,3Gm5F95VdRxW3mqCn8RPBJ,Riri,Riri,Aminé,2020-05-29,182138,4,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-09-01T17:13:53Z,"hip hop,pop rap,portland hip hop,rap,underground hip hop",0.812,0.628,10,-6.128,0,0.0327,0.0467,1.65e-6,0.226,0.506,121.99,4,august,2020,2020-08-01
Months/august_2020.csv,5EHu21NzdA4BgWMmNcR6oR,"6nS5roXSAGhTGr34W6n7Et,3r1XkJ7vCs8kHBSzGvPLdP",My High,ENERGY (Deluxe),"Disclosure,slowthai",2020-08-28,294920,54,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-09-01T17:13:59Z,"house,pop,uk dance,hip hop,rap,uk alternative hip hop,uk hip hop,underground hip hop",0.76,0.806,9,-5.87,1,0.132,7.91e-4,0.0346,0.0392,0.893,133.007,4,august,2020,2020-08-01
Months/august_2020.csv,5M8VxQwrf56IrtRLoXeFW4,"5YZ5AExR68U3ZblH6HcO6B,1ybINI1qPiFbwDXamRtwxD,76bAuLD5jMIT1YDJ84KB8l",HOMEGIRL - BONUS TRACK,HIGHTIDE,"Leven Kali,Smino,Topaz Jones",2020-05-01,286073,55,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-09-01T17:14:05Z,"alternative r&b,chill r&b,indie r&b,indie soul,r&b,hip hop,rap,underground hip hop,indie hip hop,new jersey rap",0.8,0.629,8,-5.457,1,0.117,0.169,0,0.0998,0.744,85.073,4,august,2020,2020-08-01
Months/august_2020.csv,3zobfMEipF81bJfPVp1h09,3mVWMgLc7bcyCBtL2ymZwK,Stay in My Corner,"Yours, Dreamily,",The Arcs,2015-08-28,199160,49,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-09-01T17:14:12Z,"double drumming,funk,garage rock,modern blues rock,modern rock,punk blues,rock",0.437,0.689,11,-6.003,0,0.0343,0.0409,0.00824,0.147,0.467,143.451,4,august,2020,2020-08-01
Months/august_2020.csv,0wCO06KSWHw28nRnq2k813,"6I3MElirhT5t6Kf7p0hGk9,3syw2pWKHP7n8VnXhCFn3d,0AQ2vnf2f5UNnbTmU0ggYZ",Coming Closer,Coming Closer,"Duckwrth,Julia Romana,G.L.A.M.",2020-07-15,211333,0,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-09-01T17:18:25Z,"alternative r&b,escape room,indie r&b,underground hip hop",0.927,0.48,2,-7.933,1,0.0787,0.492,0.00731,0.365,0.624,116.009,4,august,2020,2020-08-01
Months/august_2020.csv,2Wi5ubKr8zSk8L3CLemyS4,3U3zr5PCRa9ty74uN46iBa,Tank!,COWBOY BEBOP (Original Motion Picture Soundtrack),SEATBELTS,1998-05-21,210333,61,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-09-01T17:14:24Z,anime score,0.401,0.902,0,-6.814,1,0.154,0.0296,0.918,0.614,0.58,137.363,4,august,2020,2020-08-01
Months/august_2020.csv,2BhU0Hl5OatWiCW93pE2b8,5cbutZUQE7SUCA6MsEMbBv,Remember - Remastered,Soul Station,Hank Mobley,1990,342333,50,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-09-01T17:14:35Z,"bebop,big band,cool jazz,hard bop,jazz,jazz funk,jazz fusion,jazz saxophone,soul jazz",0.539,0.403,8,-9.168,1,0.0531,0.794,6.13e-4,0.278,0.699,165.301,4,august,2020,2020-08-01
Months/august_2020.csv,4LY8xYSc7vDcJqynACF07s,5rS3QIZCVJiqURLRhc0KW5,Patience,TEYMORI,TEYMORI,2018-07-25,332089,13,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-09-01T17:14:43Z,NA,0.781,0.779,5,-6.948,0,0.124,0.0944,0.721,0.114,0.436,121.96,4,august,2020,2020-08-01
Months/august_2020.csv,16ojeDSheSYWPXxcOOGOfu,6uZHP2IZqZWsBPnt2aGisY,Pains,Silk Rhodes,Silk Rhodes,2014-12-02,191424,49,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-09-01T17:14:49Z,NA,0.449,0.416,0,-5.571,1,0.0608,0.01,0.122,0.0778,0.103,140.804,3,august,2020,2020-08-01
